Mon,Tue,Wed,Thurs,Fri,Sat,Sun,time,intersection_id,lane_id,volume,velocity,avg_time_passing
0,1,0,0,0,0,0,1399,1,4,48,7,68
0,1,0,0,0,0,0,1400,1,1,32,11,29
0,1,0,0,0,0,0,1,1,2,39,9,43
0,1,0,0,0,0,0,2,1,3,31,4,77
0,1,0,0,0,0,0,3,1,4,6,4,15
0,1,0,0,0,0,0,4,1,1,18,9,20
0,1,0,0,0,0,0,5,1,2,10,9,11
0,1,0,0,0,0,0,6,1,3,12,10,12
0,1,0,0,0,0,0,7,1,4,46,14,33
0,1,0,0,0,0,0,8,1,1,1,1,10
0,1,0,0,0,0,0,9,1,2,22,12,19
0,1,0,0,0,0,0,10,1,3,42,10,42
0,1,0,0,0,0,0,11,1,4,49,10,49
0,1,0,0,0,0,0,12,1,1,30,7,43
0,1,0,0,0,0,0,13,1,2,48,7,68
0,1,0,0,0,0,0,14,1,3,48,7,68
0,1,0,0,0,0,0,15,1,4,18,10,18
0,1,0,0,0,0,0,16,1,1,6,2,30
0,1,0,0,0,0,0,17,1,2,38,2,189
0,1,0,0,0,0,0,18,1,3,46,13,36
0,1,0,0,0,0,0,19,1,4,10,12,9
0,1,0,0,0,0,0,20,1,1,47,9,52
0,1,0,0,0,0,0,21,1,2,13,10,13
0,1,0,0,0,0,0,22,1,3,37,13,29
0,1,0,0,0,0,0,23,1,4,15,10,15
0,1,0,0,0,0,0,24,1,1,19,11,18
0,1,0,0,0,0,0,25,1,2,40,1,396
0,1,0,0,0,0,0,26,1,3,36,4,90
0,1,0,0,0,0,0,27,1,4,18,3,60
0,1,0,0,0,0,0,28,1,1,11,10,11
0,1,0,0,0,0,0,29,1,2,49,13,38
0,1,0,0,0,0,0,30,1,3,34,13,26
0,1,0,0,0,0,0,31,1,4,14,14,10
0,1,0,0,0,0,0,32,1,1,3,9,4
0,1,0,0,0,0,0,33,1,2,25,12,21
0,1,0,0,0,0,0,34,1,3,6,10,6
0,1,0,0,0,0,0,35,1,4,28,1,278
0,1,0,0,0,0,0,36,1,1,39,2,194
0,1,0,0,0,0,0,37,1,2,40,1,396
0,1,0,0,0,0,0,38,1,3,6,4,15
0,1,0,0,0,0,0,39,1,4,15,2,75
0,1,0,0,0,0,0,40,1,1,4,10,4
0,1,0,0,0,0,0,41,1,2,5,10,5
0,1,0,0,0,0,0,42,1,3,46,8,57
0,1,0,0,0,0,0,43,1,4,28,7,40
0,1,0,0,0,0,0,44,1,1,25,5,50
0,1,0,0,0,0,0,45,1,2,15,7,22
0,1,0,0,0,0,0,46,1,3,36,4,90
0,1,0,0,0,0,0,47,1,4,3,5,6
0,1,0,0,0,0,0,48,1,1,44,6,73
0,1,0,0,0,0,0,49,1,2,8,2,40
0,1,0,0,0,0,0,50,1,3,3,12,3
0,1,0,0,0,0,0,51,1,4,27,14,20
0,1,0,0,0,0,0,52,1,1,32,2,159
0,1,0,0,0,0,0,53,1,2,15,8,19
0,1,0,0,0,0,0,54,1,3,23,6,38
0,1,0,0,0,0,0,55,1,4,11,14,8
0,1,0,0,0,0,0,56,1,1,12,2,60
0,1,0,0,0,0,0,57,1,2,45,1,446
0,1,0,0,0,0,0,58,1,3,46,1,456
0,1,0,0,0,0,0,59,1,4,25,8,31
0,1,0,0,0,0,0,60,1,1,18,6,30
0,1,0,0,0,0,0,61,1,2,36,6,60
0,1,0,0,0,0,0,62,1,3,8,6,14
0,1,0,0,0,0,0,63,1,4,28,10,28
0,1,0,0,0,0,0,64,1,1,30,7,43
0,1,0,0,0,0,0,65,1,2,47,6,78
0,1,0,0,0,0,0,66,1,3,43,3,142
0,1,0,0,0,0,0,67,1,4,18,10,18
0,1,0,0,0,0,0,68,1,1,41,5,82
0,1,0,0,0,0,0,69,1,2,30,7,43
0,1,0,0,0,0,0,70,1,3,6,9,7
0,1,0,0,0,0,0,71,1,4,19,8,24
0,1,0,0,0,0,0,72,1,1,22,6,37
0,1,0,0,0,0,0,73,1,2,30,1,297
0,1,0,0,0,0,0,74,1,3,42,10,42
0,1,0,0,0,0,0,75,1,4,14,10,14
0,1,0,0,0,0,0,76,1,1,13,5,26
0,1,0,0,0,0,0,77,1,2,27,9,30
0,1,0,0,0,0,0,78,1,3,17,10,17
0,1,0,0,0,0,0,79,1,4,2,7,3
0,1,0,0,0,0,0,80,1,1,43,10,43
0,0,1,0,0,0,0,81,1,2,1,6,2
0,0,1,0,0,0,0,82,1,3,32,11,29
0,0,1,0,0,0,0,83,1,4,49,2,243
0,0,1,0,0,0,0,84,1,1,1,10,1
0,0,1,0,0,0,0,85,1,2,5,8,7
0,0,1,0,0,0,0,86,1,3,24,3,80
0,0,1,0,0,0,0,87,1,4,36,4,90
0,0,1,0,0,0,0,88,1,1,25,12,21
0,0,1,0,0,0,0,89,1,2,15,12,13
0,0,1,0,0,0,0,90,1,3,23,6,38
0,0,1,0,0,0,0,91,1,4,8,13,7
0,0,1,0,0,0,0,92,1,1,35,10,35
0,0,1,0,0,0,0,93,1,2,45,1,446
0,0,1,0,0,0,0,94,1,3,15,6,25
0,0,1,0,0,0,0,95,1,4,28,14,20
0,0,1,0,0,0,0,96,1,1,3,10,3
0,0,1,0,0,0,0,97,1,2,28,7,40
0,0,1,0,0,0,0,98,1,3,41,6,68
0,0,1,0,0,0,0,99,1,4,45,14,32
0,0,1,0,0,0,0,100,1,1,44,13,34
0,0,1,0,0,0,0,101,1,2,15,14,11
0,0,1,0,0,0,0,102,1,3,25,13,20
0,0,1,0,0,0,0,103,1,4,26,12,22
0,0,1,0,0,0,0,104,1,1,29,2,144
0,0,1,0,0,0,0,105,1,2,33,7,47
0,0,1,0,0,0,0,106,1,3,25,3,83
0,0,1,0,0,0,0,107,1,4,42,11,38
0,0,1,0,0,0,0,108,1,1,10,4,25
0,0,1,0,0,0,0,109,1,2,17,9,19
0,0,1,0,0,0,0,110,1,3,19,8,24
0,0,1,0,0,0,0,111,1,4,7,14,5
0,0,1,0,0,0,0,112,1,1,38,10,38
0,0,1,0,0,0,0,113,1,2,33,11,30
0,0,1,0,0,0,0,114,1,3,6,4,15
0,0,1,0,0,0,0,115,1,4,38,12,32
0,0,1,0,0,0,0,116,1,1,37,5,74
0,0,1,0,0,0,0,117,1,2,46,12,38
0,0,1,0,0,0,0,118,1,3,11,11,10
0,0,1,0,0,0,0,119,1,4,32,4,80
0,0,1,0,0,0,0,120,1,1,22,9,25
0,0,1,0,0,0,0,121,1,2,24,11,22
0,0,1,0,0,0,0,122,1,3,2,13,2
0,0,1,0,0,0,0,123,1,4,9,4,23
0,0,1,0,0,0,0,124,1,1,9,5,18
0,0,1,0,0,0,0,125,1,2,16,3,53
0,0,1,0,0,0,0,126,1,3,25,13,20
0,0,1,0,0,0,0,127,1,4,40,3,132
0,0,1,0,0,0,0,128,1,1,14,14,10
0,0,1,0,0,0,0,129,1,2,23,14,17
0,0,1,0,0,0,0,130,1,3,31,1,307
0,0,1,0,0,0,0,131,1,4,31,10,31
0,0,1,0,0,0,0,132,1,1,24,6,40
0,0,1,0,0,0,0,133,1,2,1,10,1
0,0,1,0,0,0,0,134,1,3,44,4,109
0,0,1,0,0,0,0,135,1,4,38,10,38
0,0,1,0,0,0,0,136,1,1,27,10,27
0,0,1,0,0,0,0,137,1,2,17,12,15
0,0,1,0,0,0,0,138,1,3,22,1,218
0,0,1,0,0,0,0,139,1,4,10,14,8
0,0,1,0,0,0,0,140,1,1,2,13,2
0,0,1,0,0,0,0,141,1,2,35,10,35
0,0,1,0,0,0,0,142,1,3,15,14,11
0,0,1,0,0,0,0,143,1,4,21,7,30
0,0,1,0,0,0,0,144,1,1,9,9,10
0,0,1,0,0,0,0,145,1,2,33,8,41
0,0,1,0,0,0,0,146,1,3,48,1,476
0,0,1,0,0,0,0,147,1,4,40,13,31
0,0,1,0,0,0,0,148,1,1,19,2,95
0,0,1,0,0,0,0,149,1,2,14,9,16
0,0,1,0,0,0,0,150,1,3,22,8,28
0,0,1,0,0,0,0,151,1,4,47,3,156
0,0,1,0,0,0,0,152,1,1,47,1,466
0,0,1,0,0,0,0,153,1,2,14,2,70
0,0,1,0,0,0,0,154,1,3,3,3,10
0,0,1,0,0,0,0,155,1,4,36,2,179
0,0,1,0,0,0,0,156,1,1,29,10,29
0,0,1,0,0,0,0,157,1,2,9,9,10
0,0,1,0,0,0,0,158,1,3,3,13,3
0,0,1,0,0,0,0,159,1,4,35,4,87
0,0,1,0,0,0,0,160,1,1,3,10,3
0,0,1,0,0,0,0,161,1,2,36,4,90
0,0,1,0,0,0,0,162,1,3,11,2,55
0,0,1,0,0,0,0,163,1,4,32,9,36
0,0,1,0,0,0,0,164,1,1,34,2,169
0,0,1,0,0,0,0,165,1,2,7,10,7
0,0,1,0,0,0,0,166,1,3,7,11,7
0,0,1,0,0,0,0,167,1,4,24,12,20
0,0,1,0,0,0,0,168,1,1,4,8,5
0,0,1,0,0,0,0,169,1,2,30,6,50
0,0,1,0,0,0,0,170,1,3,27,10,27
0,0,1,0,0,0,0,171,1,4,36,4,90
0,0,1,0,0,0,0,172,1,1,24,6,40
0,0,1,0,0,0,0,173,1,2,12,6,20
0,0,1,0,0,0,0,174,1,3,49,10,49
0,0,1,0,0,0,0,175,1,4,25,6,42
0,0,1,0,0,0,0,176,1,1,7,10,7
0,0,1,0,0,0,0,177,1,2,15,8,19
0,0,1,0,0,0,0,178,1,3,16,9,18
0,0,1,0,0,0,0,179,1,4,18,10,18
0,0,1,0,0,0,0,180,1,1,29,9,32
0,0,1,0,0,0,0,181,1,2,23,3,76
0,0,1,0,0,0,0,182,1,3,11,2,55
0,0,1,0,0,0,0,183,1,4,7,10,7
0,0,1,0,0,0,0,184,1,1,47,8,59
0,0,1,0,0,0,0,185,1,2,47,9,52
0,0,1,0,0,0,0,186,1,3,44,8,55
0,0,1,0,0,0,0,187,1,4,32,1,317
0,0,1,0,0,0,0,188,1,1,41,1,406
0,0,1,0,0,0,0,189,1,2,29,10,29
0,0,1,0,0,0,0,190,1,3,2,8,3
0,0,1,0,0,0,0,191,1,4,20,3,66
0,0,1,0,0,0,0,192,1,1,31,3,103
0,0,1,0,0,0,0,193,1,2,41,6,68
0,0,1,0,0,0,0,194,1,3,13,2,65
0,0,1,0,0,0,0,195,1,4,49,10,49
0,0,1,0,0,0,0,196,1,1,48,5,96
0,0,1,0,0,0,0,197,1,2,19,11,18
0,0,1,0,0,0,0,198,1,3,46,9,51
0,0,1,0,0,0,0,199,1,4,21,8,26
0,0,1,0,0,0,0,200,1,1,46,6,76
0,0,1,0,0,0,0,201,1,2,8,9,9
0,0,1,0,0,0,0,202,1,3,18,12,15
0,0,1,0,0,0,0,203,1,4,37,6,62
0,0,1,0,0,0,0,204,1,1,28,10,28
0,0,1,0,0,0,0,205,1,2,14,8,18
0,0,1,0,0,0,0,206,1,3,31,13,24
0,0,1,0,0,0,0,207,1,4,15,12,13
0,0,1,0,0,0,0,208,1,1,33,8,41
0,0,1,0,0,0,0,209,1,2,28,4,70
0,0,1,0,0,0,0,210,1,3,49,10,49
0,0,1,0,0,0,0,211,1,4,2,3,7
0,0,1,0,0,0,0,212,1,1,15,9,17
0,0,1,0,0,0,0,213,1,2,1,6,2
0,0,1,0,0,0,0,214,1,3,2,10,2
0,0,1,0,0,0,0,215,1,4,20,14,15
0,0,1,0,0,0,0,216,1,1,1,9,2
0,0,1,0,0,0,0,217,1,2,30,5,60
0,0,1,0,0,0,0,218,1,3,14,1,139
0,0,1,0,0,0,0,219,1,4,22,6,37
0,0,1,0,0,0,0,220,1,1,22,13,17
0,0,1,0,0,0,0,221,1,2,35,9,39
0,0,1,0,0,0,0,222,1,3,34,14,25
0,0,1,0,0,0,0,223,1,4,19,9,21
0,0,1,0,0,0,0,224,1,1,37,12,31
0,0,1,0,0,0,0,225,1,2,43,14,31
0,0,1,0,0,0,0,226,1,3,4,14,3
0,0,1,0,0,0,0,227,1,4,23,7,33
0,0,1,0,0,0,0,228,1,1,38,14,27
0,0,1,0,0,0,0,229,1,2,7,12,6
0,0,1,0,0,0,0,230,1,3,24,5,48
0,0,1,0,0,0,0,231,1,4,29,6,48
0,0,1,0,0,0,0,232,1,1,42,5,84
0,0,1,0,0,0,0,233,1,2,18,2,90
0,0,1,0,0,0,0,234,1,3,8,11,8
0,0,1,0,0,0,0,235,1,4,30,13,23
0,0,1,0,0,0,0,236,1,1,33,1,327
0,0,1,0,0,0,0,237,1,2,41,5,82
0,0,1,0,0,0,0,238,1,3,2,4,5
0,0,1,0,0,0,0,239,1,4,39,10,39
0,0,1,0,0,0,0,240,1,1,1,3,4
0,0,1,0,0,0,0,241,1,2,48,13,37
0,0,1,0,0,0,0,242,1,3,22,10,22
0,0,1,0,0,0,0,243,1,4,21,5,42
0,0,1,0,0,0,0,244,1,1,24,13,19
0,0,1,0,0,0,0,245,1,2,26,14,19
0,0,1,0,0,0,0,246,1,3,2,11,2
0,0,1,0,0,0,0,247,1,4,32,5,64
0,0,1,0,0,0,0,248,1,1,19,10,19
0,0,1,0,0,0,0,249,1,2,23,6,38
0,0,1,0,0,0,0,250,1,3,29,7,42
0,0,1,0,0,0,0,251,1,4,30,12,25
0,0,1,0,0,0,0,252,1,1,12,10,12
0,0,1,0,0,0,0,253,1,2,17,12,15
0,0,1,0,0,0,0,254,1,3,7,10,7
0,0,1,0,0,0,0,255,1,4,36,10,36
0,0,1,0,0,0,0,256,1,1,13,1,129
0,0,1,0,0,0,0,257,1,2,47,11,43
0,0,1,0,0,0,0,258,1,3,14,2,70
0,0,1,0,0,0,0,259,1,4,40,7,57
0,0,1,0,0,0,0,260,1,1,11,14,8
0,0,1,0,0,0,0,261,1,2,8,2,40
0,0,1,0,0,0,0,262,1,3,4,4,10
0,0,1,0,0,0,0,263,1,4,36,11,33
0,0,1,0,0,0,0,264,1,1,12,5,24
0,0,1,0,0,0,0,265,1,2,31,12,26
0,0,1,0,0,0,0,266,1,3,6,11,6
0,0,1,0,0,0,0,267,1,4,13,7,19
0,0,1,0,0,0,0,268,1,1,40,11,36
0,0,1,0,0,0,0,269,1,2,43,6,71
0,0,1,0,0,0,0,270,1,3,21,5,42
0,0,1,0,0,0,0,271,1,4,47,2,233
0,0,1,0,0,0,0,272,1,1,27,11,25
0,0,1,0,0,0,0,273,1,2,43,5,86
0,0,1,0,0,0,0,274,1,3,41,5,82
0,0,1,0,0,0,0,275,1,4,3,2,15
0,0,1,0,0,0,0,276,1,1,21,4,52
0,0,1,0,0,0,0,277,1,2,42,8,52
0,0,1,0,0,0,0,278,1,3,24,10,24
0,0,1,0,0,0,0,279,1,4,20,10,20
0,0,1,0,0,0,0,280,1,1,31,4,77
0,0,1,0,0,0,0,281,1,2,3,1,30
0,0,1,0,0,0,0,282,1,3,11,11,10
0,0,1,0,0,0,0,283,1,4,14,9,16
0,0,1,0,0,0,0,284,1,1,25,11,23
0,0,1,0,0,0,0,285,1,2,49,10,49
0,0,1,0,0,0,0,286,1,3,34,10,34
0,0,1,0,0,0,0,287,1,4,14,1,139
0,0,1,0,0,0,0,288,1,1,2,11,2
0,0,1,0,0,0,0,289,1,2,7,12,6
0,0,1,0,0,0,0,290,1,3,44,10,44
0,0,1,0,0,0,0,291,1,4,38,5,76
0,0,1,0,0,0,0,292,1,1,38,11,35
0,0,1,0,0,0,0,293,1,2,9,11,9
0,0,1,0,0,0,0,294,1,3,48,4,119
0,0,1,0,0,0,0,295,1,4,25,10,25
0,0,1,0,0,0,0,296,1,1,25,2,124
0,0,1,0,0,0,0,297,1,2,28,14,20
0,0,1,0,0,0,0,298,1,3,6,5,12
0,0,1,0,0,0,0,299,1,4,23,10,23
0,0,1,0,0,0,0,300,1,1,49,5,98
0,0,1,0,0,0,0,301,1,2,16,6,27
0,0,1,0,0,0,0,302,1,3,32,13,25
0,0,1,0,0,0,0,303,1,4,20,8,25
0,0,1,0,0,0,0,304,1,1,48,10,48
0,0,1,0,0,0,0,305,1,2,27,5,54
0,0,1,0,0,0,0,306,1,3,46,10,46
0,0,1,0,0,0,0,307,1,4,28,13,22
0,0,1,0,0,0,0,308,1,1,2,1,20
0,0,1,0,0,0,0,309,1,2,28,12,24
0,0,1,0,0,0,0,310,1,3,46,10,46
0,0,1,0,0,0,0,311,1,4,28,13,22
0,0,1,0,0,0,0,312,1,1,34,3,113
0,0,1,0,0,0,0,313,1,2,47,14,34
0,0,1,0,0,0,0,314,1,3,14,5,28
0,0,1,0,0,0,0,315,1,4,3,7,5
0,0,1,0,0,0,0,316,1,1,20,8,25
0,0,1,0,0,0,0,317,1,2,22,1,218
0,0,1,0,0,0,0,318,1,3,33,13,26
0,0,1,0,0,0,0,319,1,4,24,6,40
0,0,1,0,0,0,0,320,1,1,6,2,30
0,0,1,0,0,0,0,321,1,2,47,8,59
0,0,1,0,0,0,0,322,1,3,23,8,29
0,0,1,0,0,0,0,323,1,4,4,8,5
0,0,1,0,0,0,0,324,1,1,43,10,43
0,0,1,0,0,0,0,325,1,2,46,13,36
0,0,1,0,0,0,0,326,1,3,38,3,126
0,0,1,0,0,0,0,327,1,4,1,10,1
0,0,1,0,0,0,0,328,1,1,35,11,32
0,0,1,0,0,0,0,329,1,2,29,10,29
0,0,1,0,0,0,0,330,1,3,4,1,40
0,0,1,0,0,0,0,331,1,4,24,13,19
0,0,1,0,0,0,0,332,1,1,48,7,68
0,0,1,0,0,0,0,333,1,2,12,9,14
0,0,1,0,0,0,0,334,1,3,42,10,42
0,0,1,0,0,0,0,335,1,4,7,8,9
0,0,1,0,0,0,0,336,1,1,43,4,107
0,0,1,0,0,0,0,337,1,2,42,6,70
0,0,1,0,0,0,0,338,1,3,29,14,21
0,0,1,0,0,0,0,339,1,4,12,8,15
0,0,1,0,0,0,0,340,1,1,15,9,17
0,0,1,0,0,0,0,341,1,2,12,5,24
0,0,1,0,0,0,0,342,1,3,23,8,29
0,0,1,0,0,0,0,343,1,4,35,10,35
0,0,1,0,0,0,0,344,1,1,39,1,387
0,0,1,0,0,0,0,345,1,2,13,11,12
0,0,1,0,0,0,0,346,1,3,20,2,99
0,0,1,0,0,0,0,347,1,4,17,9,19
0,0,1,0,0,0,0,348,1,1,24,11,22
0,0,1,0,0,0,0,349,1,2,44,3,146
0,0,1,0,0,0,0,350,1,3,7,5,14
0,0,1,0,0,0,0,351,1,4,40,5,80
0,0,1,0,0,0,0,352,1,1,23,8,29
0,0,1,0,0,0,0,353,1,2,40,8,50
0,0,1,0,0,0,0,354,1,3,19,9,21
0,0,1,0,0,0,0,355,1,4,43,3,142
0,0,1,0,0,0,0,356,1,1,49,6,81
0,0,1,0,0,0,0,357,1,2,39,1,387
0,0,1,0,0,0,0,358,1,3,37,1,367
0,0,1,0,0,0,0,359,1,4,15,4,38
0,0,1,0,0,0,0,360,1,1,49,12,41
0,0,1,0,0,0,0,361,1,2,34,14,25
0,0,1,0,0,0,0,362,1,3,45,8,56
0,0,1,0,0,0,0,363,1,4,18,10,18
0,0,1,0,0,0,0,364,1,1,38,8,48
0,0,1,0,0,0,0,365,1,2,46,10,46
0,0,1,0,0,0,0,366,1,3,43,7,61
0,0,1,0,0,0,0,367,1,4,20,10,20
0,0,1,0,0,0,0,368,1,1,30,10,30
0,0,1,0,0,0,0,369,1,2,8,12,7
0,0,1,0,0,0,0,370,1,3,45,1,446
0,0,1,0,0,0,0,371,1,4,13,8,17
0,0,1,0,0,0,0,372,1,1,43,2,213
0,0,1,0,0,0,0,373,1,2,7,8,9
0,0,1,0,0,0,0,374,1,3,26,8,33
0,0,1,0,0,0,0,375,1,4,48,11,44
0,0,1,0,0,0,0,376,1,1,24,12,20
0,0,1,0,0,0,0,377,1,2,11,7,16
0,0,1,0,0,0,0,378,1,3,17,8,22
0,0,1,0,0,0,0,379,1,4,19,4,48
0,0,1,0,0,0,0,380,1,1,45,11,41
0,0,1,0,0,0,0,381,1,2,22,7,32
0,0,1,0,0,0,0,382,1,3,37,3,123
0,0,1,0,0,0,0,383,1,4,34,14,25
0,0,1,0,0,0,0,384,1,1,42,3,139
0,0,1,0,0,0,0,385,1,2,23,3,76
0,0,1,0,0,0,0,386,1,3,44,1,436
0,0,1,0,0,0,0,387,1,4,9,11,9
0,0,1,0,0,0,0,388,1,1,43,2,213
0,0,1,0,0,0,0,389,1,2,25,8,31
0,0,1,0,0,0,0,390,1,3,40,10,40
0,0,1,0,0,0,0,391,1,4,34,12,29
0,0,1,0,0,0,0,392,1,1,34,4,85
0,0,1,0,0,0,0,393,1,2,27,7,39
0,0,1,0,0,0,0,394,1,3,6,3,20
0,0,1,0,0,0,0,395,1,4,20,3,66
0,0,1,0,0,0,0,396,1,1,19,10,19
0,0,1,0,0,0,0,397,1,2,2,10,2
0,0,1,0,0,0,0,398,1,3,47,13,36
0,0,1,0,0,0,0,399,1,4,10,9,11
0,0,1,0,0,0,0,400,1,1,25,10,25
0,0,1,0,0,0,0,401,1,2,18,14,13
0,0,1,0,0,0,0,402,1,3,3,4,8
0,0,1,0,0,0,0,403,1,4,13,4,33
0,0,1,0,0,0,0,404,1,1,47,8,59
0,0,1,0,0,0,0,405,1,2,8,6,14
0,0,1,0,0,0,0,406,1,3,25,4,62
0,0,1,0,0,0,0,407,1,4,31,6,52
0,0,1,0,0,0,0,408,1,1,2,12,2
0,0,1,0,0,0,0,409,1,2,18,14,13
0,0,1,0,0,0,0,410,1,3,10,14,8
0,0,1,0,0,0,0,411,1,4,32,4,80
0,0,1,0,0,0,0,412,1,1,29,12,24
0,0,1,0,0,0,0,413,1,2,31,6,52
0,0,1,0,0,0,0,414,1,3,7,12,6
0,0,1,0,0,0,0,415,1,4,31,7,44
0,0,1,0,0,0,0,416,1,1,22,13,17
0,0,1,0,0,0,0,417,1,2,2,7,3
0,0,1,0,0,0,0,418,1,3,34,2,169
0,0,1,0,0,0,0,419,1,4,8,12,7
0,0,1,0,0,0,0,420,1,1,33,14,24
0,0,1,0,0,0,0,421,1,2,41,12,34
0,0,1,0,0,0,0,422,1,3,27,13,21
0,0,1,0,0,0,0,423,1,4,31,3,103
0,0,1,0,0,0,0,424,1,1,45,13,35
0,0,1,0,0,0,0,425,1,2,45,1,446
0,0,1,0,0,0,0,426,1,3,13,3,43
0,0,1,0,0,0,0,427,1,4,17,4,43
0,0,1,0,0,0,0,428,1,1,29,3,96
0,0,1,0,0,0,0,429,1,2,40,8,50
0,0,1,0,0,0,0,430,1,3,11,10,11
0,0,1,0,0,0,0,431,1,4,5,4,13
0,0,1,0,0,0,0,432,1,1,11,13,9
0,0,1,0,0,0,0,433,1,2,36,10,36
0,0,1,0,0,0,0,434,1,3,7,10,7
0,0,1,0,0,0,0,435,1,4,39,10,39
0,0,1,0,0,0,0,436,1,1,27,8,34
0,0,1,0,0,0,0,437,1,2,41,10,41
0,0,1,0,0,0,0,438,1,3,24,6,40
0,0,1,0,0,0,0,439,1,4,24,1,238
0,0,1,0,0,0,0,440,1,1,17,9,19
0,0,1,0,0,0,0,441,1,2,43,3,142
0,0,1,0,0,0,0,442,1,3,49,13,38
0,0,1,0,0,0,0,443,1,4,13,3,43
0,0,1,0,0,0,0,444,1,1,36,7,51
0,0,1,0,0,0,0,445,1,2,44,10,44
0,0,1,0,0,0,0,446,1,3,21,1,208
0,0,1,0,0,0,0,447,1,4,2,6,4
0,0,1,0,0,0,0,448,1,1,36,13,28
0,0,1,0,0,0,0,449,1,2,13,5,26
0,0,1,0,0,0,0,450,1,3,3,8,4
0,0,1,0,0,0,0,451,1,4,9,14,7
0,0,1,0,0,0,0,452,1,1,7,9,8
0,0,1,0,0,0,0,453,1,2,23,1,228
0,0,1,0,0,0,0,454,1,3,12,8,15
0,0,1,0,0,0,0,455,1,4,39,13,30
0,0,1,0,0,0,0,456,1,1,3,9,4
0,0,1,0,0,0,0,457,1,2,21,14,15
0,0,1,0,0,0,0,458,1,3,31,6,52
0,0,1,0,0,0,0,459,1,4,38,2,189
0,0,1,0,0,0,0,460,1,1,34,4,85
0,0,1,0,0,0,0,461,1,2,49,4,122
0,0,1,0,0,0,0,462,1,3,28,10,28
0,0,1,0,0,0,0,463,1,4,7,9,8
0,0,1,0,0,0,0,464,1,1,21,1,208
0,0,1,0,0,0,0,465,1,2,11,1,109
0,0,1,0,0,0,0,466,1,3,18,2,90
0,0,1,0,0,0,0,467,1,4,7,4,18
0,0,1,0,0,0,0,468,1,1,13,8,17
0,0,1,0,0,0,0,469,1,2,2,3,7
0,0,1,0,0,0,0,470,1,3,47,6,78
0,0,1,0,0,0,0,471,1,4,42,10,42
0,0,1,0,0,0,0,472,1,1,1,11,1
0,0,1,0,0,0,0,473,1,2,12,7,17
0,0,1,0,0,0,0,474,1,3,37,2,184
0,0,1,0,0,0,0,475,1,4,25,10,25
0,0,1,0,0,0,0,476,1,1,40,7,57
0,0,1,0,0,0,0,477,1,2,18,8,23
0,0,1,0,0,0,0,478,1,3,10,9,11
0,0,1,0,0,0,0,479,1,4,21,1,208
0,0,1,0,0,0,0,480,1,1,42,7,60
0,0,1,0,0,0,0,481,1,2,49,5,98
0,0,1,0,0,0,0,482,1,3,47,9,52
0,0,1,0,0,0,0,483,1,4,17,3,57
0,0,1,0,0,0,0,484,1,1,5,11,5
0,0,1,0,0,0,0,485,1,2,41,6,68
0,0,1,0,0,0,0,486,1,3,8,10,8
0,0,1,0,0,0,0,487,1,4,44,12,37
0,0,1,0,0,0,0,488,1,1,11,2,55
0,0,1,0,0,0,0,489,1,2,23,10,23
0,0,1,0,0,0,0,490,1,3,16,1,159
0,0,1,0,0,0,0,491,1,4,37,3,123
0,0,1,0,0,0,0,492,1,1,36,3,119
0,0,1,0,0,0,0,493,1,2,42,2,208
0,0,1,0,0,0,0,494,1,3,41,10,41
0,0,1,0,0,0,0,495,1,4,46,8,57
0,0,1,0,0,0,0,496,1,1,5,8,7
0,0,1,0,0,0,0,497,1,2,37,4,92
0,0,1,0,0,0,0,498,1,3,38,14,27
0,0,1,0,0,0,0,499,1,4,28,4,70
0,0,1,0,0,0,0,500,1,1,20,11,18
0,0,1,0,0,0,0,501,1,2,35,10,35
0,0,1,0,0,0,0,502,1,3,49,12,41
0,0,1,0,0,0,0,503,1,4,9,10,9
0,0,1,0,0,0,0,504,1,1,31,14,22
0,0,1,0,0,0,0,505,1,2,17,6,29
0,0,1,0,0,0,0,506,1,3,13,10,13
0,0,1,0,0,0,0,507,1,4,23,2,114
0,0,1,0,0,0,0,508,1,1,21,2,104
0,0,1,0,0,0,0,509,1,2,46,4,114
0,0,1,0,0,0,0,510,1,3,9,10,9
0,0,1,0,0,0,0,511,1,4,28,10,28
0,0,1,0,0,0,0,512,1,1,2,6,4
0,0,1,0,0,0,0,513,1,2,13,5,26
0,0,1,0,0,0,0,514,1,3,18,5,36
0,0,1,0,0,0,0,515,1,4,36,10,36
0,0,1,0,0,0,0,516,1,1,16,1,159
0,0,1,0,0,0,0,517,1,2,2,10,2
0,0,1,0,0,0,0,518,1,3,46,1,456
0,0,1,0,0,0,0,519,1,4,31,5,62
0,0,1,0,0,0,0,520,1,1,7,7,10
0,0,1,0,0,0,0,521,1,2,35,12,29
0,0,1,0,0,0,0,522,1,3,34,2,169
0,0,1,0,0,0,0,523,1,4,44,4,109
0,0,1,0,0,0,0,524,1,1,39,3,129
0,0,1,0,0,0,0,525,1,2,19,3,63
0,0,1,0,0,0,0,526,1,3,6,10,6
0,0,1,0,0,0,0,527,1,4,2,9,3
0,0,1,0,0,0,0,528,1,1,29,9,32
0,0,1,0,0,0,0,529,1,2,32,1,317
0,0,1,0,0,0,0,530,1,3,29,13,23
0,0,1,0,0,0,0,531,1,4,31,5,62
0,0,1,0,0,0,0,532,1,1,45,10,45
0,0,1,0,0,0,0,533,1,2,5,12,5
0,0,1,0,0,0,0,534,1,3,17,10,17
